Source,Target,Weight,Type
Dinamo Moscow,Krasnodar,2,Directed
Dynamo Moscow,FC Copenhagen,2,Directed
Dynamo Moscow,Ufa,2,Directed
ESTAC Troyes,Boavista FC,2,Directed
ESTAC Troyes,KRC Genk,2,Directed
ESTAC Troyes,Olympique Lyon,2,Directed
Eintracht Frankfurt,Bayer 04 Leverkusen,2,Directed
Eintracht Frankfurt,Borussia Dortmund,2,Directed
Eintracht Frankfurt,Dinamo Zagreb,2,Directed
Eintracht Frankfurt,Hamburger SV,2,Directed
Eintracht Frankfurt,PSV Eindhoven,2,Directed
Eintracht Frankfurt,Paris Saint-Germain,2,Directed
Elche CF,Boca Juniors,2,Directed
Elche CF,Levante UD,2,Directed
Elche CF,Olympique Marseille,2,Directed
Elche CF,Spartak Moscow,2,Directed
Elche CF,Torino FC,2,Directed
Empoli FC,Dinamo Zagreb,2,Directed
Empoli FC,Inter Milan,2,Directed
Empoli FC,SSC Napoli,2,Directed
Empoli FC,Sint-Truiden,2,Directed
Empoli FC,US Lecce,2,Directed
Everton,AFC Bournemouth,2,Directed
Everton,Burnley,2,Directed
FC Augsburg,1. FC Union Berlin,2,Directed
FC Augsburg,Bayer 04 Leverkusen,2,Directed
FC Augsburg,Borussia Mönchengladbach,2,Directed
FC Augsburg,Dallas,2,Directed
FC Augsburg,SC Freiburg,2,Directed
FC Barcelona,Ajax,2,Directed
FC Barcelona,Arsenal,2,Directed
FC Barcelona,Chelsea FC,2,Directed
FC Barcelona,Real Betis,2,Directed
FC Barcelona,Sevilla FC,2,Directed
FC Crotone,Hellas Verona,2,Directed
FC Crotone,SSC Napoli,2,Directed
FC Crotone,US Lecce,2,Directed
FC Emmen,Basaksehir,2,Directed
FC Emmen,Excelsior Rotterdam,2,Directed
FC Emmen,RSC Anderlecht,2,Directed
FC Famalicão,AS Monaco,2,Directed
FC Famalicão,Atlético Madrid,2,Directed
FC Famalicão,Deportivo Alavés,2,Directed
FC Famalicão,Feyenoord Rotterdam,2,Directed
FC Famalicão,GD Estoril Praia,2,Directed
FC Famalicão,OGC Nice,2,Directed
FC Famalicão,Royal Antwerp,2,Directed
FC Famalicão,Stade Brestois 29,2,Directed
FC Famalicão,Valencia CF,2,Directed
FC Groningen,AIK,2,Directed
FC Groningen,Fortuna Sittard,2,Directed
FC Groningen,Nordsjaelland,2,Directed
FC Lorient,AS Monaco,2,Directed
FC Lorient,Amiens SC,2,Directed
FC Lorient,Olympique Lyon,2,Directed
FC Lorient,Stade Rennais FC,2,Directed
FC Metz,AS Saint-Étienne,2,Directed
FC Metz,Angers SCO,2,Directed
FC Metz,ESTAC Troyes,2,Directed
FC Metz,Guingamp,2,Directed
FC Metz,Le Puy Foot,2,Directed
FC Nantes,AC Fiorentina,2,Directed
FC Nantes,Levante UD,2,Directed
FC Nantes,OGC Nice,2,Directed
FC Paços de Ferreira,Anápolis-GO,2,Directed
FC Paços de Ferreira,CD Cruz Azul,2,Directed
FC Paços de Ferreira,ESTAC Troyes,2,Directed
FC Paços de Ferreira,Granada CF,2,Directed
FC Paços de Ferreira,SC Braga,2,Directed
FC Paços de Ferreira,SL Benfica,2,Directed
FC Paços de Ferreira,Sporting CP,2,Directed
FC Paços de Ferreira,Stade Reims,2,Directed
FC Porto,América,2,Directed
FC Porto,FC Paços de Ferreira,2,Directed
FC Porto,Portimonense SC,2,Directed
FC Porto,Santa Clara,2,Directed
FC Twente,1.FSV Mainz 05,2,Directed
FC Twente,Feyenoord Rotterdam,2,Directed
FC Twente,RSC Anderlecht,2,Directed
FC Utrecht,AS Monaco,2,Directed
FC Utrecht,Ajax,2,Directed
FC Utrecht,Arminia Bielefeld,2,Directed
FC Utrecht,Feyenoord Rotterdam,2,Directed
FC Utrecht,PSV Eindhoven,2,Directed
FC Vizela,SC Braga,2,Directed
FC Volendam,FC Utrecht,2,Directed
Fakel Voronezh,Botev Plovdiv,2,Directed
Fakel Voronezh,Loko-Kazanka M.,2,Directed
Fakel Voronezh,SKA Khabarovsk,2,Directed
Fatih Karagümrük,Celta de Vigo,2,Directed
Fatih Karagümrük,Fortuna Sittard,2,Directed
Fatih Karagümrük,Frosinone,2,Directed
Fatih Karagümrük,Genoa,2,Directed
Fatih Karagümrük,Hellas Verona,2,Directed
Fatih Karagümrük,SPAL,2,Directed
Fatih Karagümrük,Schalke 04,2,Directed
Fatih Karagümrük,Trabzonspor,2,Directed
Fenerbahce,Alanyaspor,2,Directed
Fenerbahce,Aston Villa,2,Directed
Fenerbahce,Besiktas JK,2,Directed
Fenerbahce,Göztepe,2,Directed
Fenerbahce,Kasimpasa,2,Directed
Fenerbahce,LAFC,2,Directed
Fenerbahce,PSV Eindhoven,2,Directed
Fenerbahce,Trabzonspor,2,Directed
Feyenoord Rotterdam,FC Utrecht,2,Directed
Feyenoord Rotterdam,Hertha BSC,2,Directed
Feyenoord Rotterdam,Molde,2,Directed
Feyenoord Rotterdam,Spartak Moscow,2,Directed
Feyenoord Rotterdam,Swansea City,2,Directed
Fortuna Düsseldorf,Schalke 04,2,Directed
Fortuna Sittard,Dinamo Zagreb,2,Directed
Fortuna Sittard,Genclerbirligi,2,Directed
Fortuna Sittard,Kasimpasa,2,Directed
Fortuna Sittard,Sheffield United,2,Directed
Fulham FC,Arsenal,2,Directed
Fulham FC,Cardiff City,2,Directed
Fulham FC,Chelsea FC,2,Directed
Fulham FC,Huddersfield Town,2,Directed
Fulham FC,Liverpool FC,2,Directed
Fulham FC,Olympique Lyon,2,Directed
Fulham FC,Paris Saint-Germain,2,Directed
Fulham FC,Torino FC,2,Directed
Fulham FC,Tottenham Hotspur,2,Directed
Fulham FC,Watford,2,Directed
Fulham FC,Wolverhampton Wanderers,2,Directed
GD Estoril Praia,SC Braga,2,Directed
Galatasaray,AS Roma,2,Directed
Galatasaray,Crystal Palace,2,Directed
Galatasaray,FC Barcelona,2,Directed
Galatasaray,Fulham FC,2,Directed
Galatasaray,Kasimpasa,2,Directed
Galatasaray,Malatyaspor,2,Directed
Galatasaray,Paris Saint-Germain,2,Directed
Galatasaray,RB Leipzig,2,Directed
Galatasaray,SL Benfica,2,Directed
Galatasaray,US Sassuolo,2,Directed
Galatasaray,Zamalek,2,Directed
Gaziantep FK,1.FSV Mainz 05,2,Directed
Gaziantep FK,Al-Wasl,2,Directed
Gaziantep FK,Denizlispor,2,Directed
Gaziantep FK,Galatasaray,2,Directed
Gaziantep FK,Kayserispor,2,Directed
Gaziantep FK,Le Havre AC,2,Directed
Gaziantep FK,Malatyaspor,2,Directed
Gaziantep FK,Partizan,2,Directed
Gaziantep FK,Trabzonspor,2,Directed
Genclerbirligi,Antalyaspor,2,Directed
Genoa,Chievo Verona,2,Directed
Genoa,Cittadella,2,Directed
Genoa,UNAM Pumas,2,Directed
Getafe,Atlético Madrid,2,Directed
Getafe,Granada CF,2,Directed
Getafe,Real Madrid,2,Directed
Getafe,Sevilla FC,2,Directed
Gil Vicente FC,Botafogo,2,Directed
Gil Vicente FC,Chapecoense,2,Directed
Gil Vicente FC,Marítimo,2,Directed
Gil Vicente FC,Parma Calcio,2,Directed
Gil Vicente FC,Portimonense SC,2,Directed
Gil Vicente FC,Riga,2,Directed
Giresunspor,Adana Demirspor,2,Directed
Giresunspor,Samsunspor,2,Directed
Girona FC,Manchester City,2,Directed
Girona FC,New York City,2,Directed
Girona FC,Real Madrid,2,Directed
Girondins de Bordeaux,Boavista FC,2,Directed
Girondins de Bordeaux,Stade Rennais FC,2,Directed
Granada CF,AS Roma,2,Directed
Granada CF,Atlético Madrid,2,Directed
Granada CF,FC Barcelona,2,Directed
Granada CF,Fenerbahce,2,Directed
Granada CF,Sporting CP,2,Directed
Granada CF,Villarreal CF,2,Directed
Göztepe,Altinordu,2,Directed
Göztepe,Atromitos,2,Directed
Göztepe,Galatasaray,2,Directed
Göztepe,HNK Gorica,2,Directed
Göztepe,Hatayspor,2,Directed
Göztepe,Menemenspor,2,Directed
Göztepe,PAOK,2,Directed
Göztepe,RSC Anderlecht,2,Directed
Göztepe,Újpest FC,2,Directed
Hatayspor,Eskisehirspor,2,Directed
Hatayspor,Gil Vicente FC,2,Directed
Hatayspor,Inegölspor,2,Directed
Hatayspor,Kasimpasa,2,Directed
Hatayspor,Trabzonspor,2,Directed
Hellas Verona,AS Roma,2,Directed
Hellas Verona,Benevento Calcio,2,Directed
Hellas Verona,Cagliari,2,Directed
Hellas Verona,Carpi,2,Directed
Hellas Verona,Chievo Verona,2,Directed
Hellas Verona,Club Brugge,2,Directed
Hellas Verona,Inter Milan,2,Directed
Hellas Verona,Juventus,2,Directed
Hellas Verona,Royal Antwerp,2,Directed
Hellas Verona,SSC Napoli,2,Directed
Hellas Verona,Slask Wroclaw,2,Directed
Heracles Almelo,Excelsior Rotterdam,2,Directed
Heracles Almelo,FC Emmen,2,Directed
Heracles Almelo,Spezia Calcio,2,Directed
Hertha BSC,FC Augsburg,2,Directed
Hertha BSC,VfB Stuttgart,2,Directed
Huddersfield Town,Sheffield Wednesday,2,Directed
Hull City,Fulham FC,2,Directed
Hull City,Peterborough United,2,Directed
Inter Milan,Chelsea FC,2,Directed
Ionikos Nikeas,AO Trikala,2,Directed
Ionikos Nikeas,Ergotelis,2,Directed
Ionikos Nikeas,Olympiacos,2,Directed
Ionikos Nikeas,Pafos FC,2,Directed
Istanbulspor,Adana Demirspor,2,Directed
Istanbulspor,Stoke City,2,Directed
Juventus,Schalke 04,2,Directed
Juventus,US Sassuolo,2,Directed
Kasimpasa,Altinordu,2,Directed
Kasimpasa,Besiktas JK,2,Directed
Kasimpasa,Bursaspor,2,Directed
Kasimpasa,Fenerbahce,2,Directed
Kasimpasa,Galatasaray,2,Directed
Kasimpasa,Genclerbirligi,2,Directed
Kasimpasa,Huddersfield Town,2,Directed
Kasimpasa,RSC Charleroi,2,Directed
Kasimpasa,Trabzonspor,2,Directed
Kayserispor,Alanyaspor,2,Directed
Kayserispor,Angers SCO,2,Directed
Kayserispor,Dinamo Zagreb,2,Directed
Kayserispor,Fatih Karagümrük,2,Directed
Kayserispor,Fenerbahce,2,Directed
Kayserispor,Trabzonspor,2,Directed
Khimki,Akhmat Grozny,2,Directed
Khimki,BATE Borisov,2,Directed
Khimki,Dolgoprudnyi,2,Directed
Khimki,Krylya Sovetov Samara,2,Directed
Konyaspor,Akhmat Grozny,2,Directed
Konyaspor,Alanyaspor,2,Directed
Konyaspor,Altinordu,2,Directed
Konyaspor,Antalyaspor,2,Directed
Konyaspor,Caykur Rizespor,2,Directed
Konyaspor,ESTAC Troyes,2,Directed
Konyaspor,Fenerbahce,2,Directed
Konyaspor,HNK Rijeka,2,Directed
Konyaspor,Olympiacos,2,Directed
Konyaspor,Sivasspor,2,Directed
Krasnodar,Akhmat Grozny,2,Directed
Krasnodar,GD Chaves,2,Directed
Krasnodar,Lokomotiv Moscow,2,Directed
Krasnodar,Rubin Kazan,2,Directed
Krylya Sovetov Samara,Khimki,2,Directed
LOSC Lille,Clermont Foot,2,Directed
LOSC Lille,SSC Napoli,2,Directed
LOSC Lille,Stade Rennais FC,2,Directed
Leeds United,FC Lorient,2,Directed
Leeds United,RB Leipzig,2,Directed
Leeds United,Wolverhampton Wanderers,2,Directed
Leicester City,Southampton FC,2,Directed
Levante UD,SD Huesca,2,Directed
Lokomotiv Moscow,CSKA Moscow,2,Directed
Lokomotiv Moscow,Girondins de Bordeaux,2,Directed
Lokomotiv Moscow,Torpedo Moscow,2,Directed
Luton Town,Bristol City,2,Directed
Luton Town,Derby County,2,Directed
Luton Town,Hull City,2,Directed
Luton Town,Leeds United,2,Directed
Luton Town,MK Dons,2,Directed
Luton Town,Stoke City,2,Directed
Luton Town,Wigan Athletic,2,Directed
MKE Ankaragücü,Akhisarspor,2,Directed
MKE Ankaragücü,Akhmat Grozny,2,Directed
MKE Ankaragücü,BAK FK,2,Directed
MKE Ankaragücü,Basaksehir,2,Directed
MKE Ankaragücü,El Ahly,2,Directed
MKE Ankaragücü,Fenerbahce,2,Directed
MKE Ankaragücü,Galatasaray,2,Directed
MKE Ankaragücü,Kocaelispor,2,Directed
MKE Ankaragücü,Lechia Gdansk,2,Directed
MKE Ankaragücü,Panathinaikos,2,Directed
MKE Ankaragücü,Sparta Prague,2,Directed
Malatyaspor,Aigle Noir FC,2,Directed
Malatyaspor,Balikesirspor,2,Directed
Malatyaspor,Basaksehir,2,Directed
Malatyaspor,Denizlispor,2,Directed
Malatyaspor,Dijon FCO,2,Directed
Malatyaspor,Fenerbahce,2,Directed
Malatyaspor,Gaziantep FK,2,Directed
Malatyaspor,Hibernian FC,2,Directed
Malatyaspor,Kayserispor,2,Directed
Malatyaspor,Konyaspor,2,Directed
Malatyaspor,Okyeman FC,2,Directed
Malatyaspor,Pendikspor,2,Directed
Malatyaspor,Wadi Degla,2,Directed
Manchester City,Borussia Dortmund,2,Directed
Manchester City,Derby County,2,Directed
Manchester United,Crystal Palace,2,Directed
Manchester United,Real Madrid,2,Directed
Marítimo,CSA,2,Directed
Marítimo,CSKA-Sofia,2,Directed
Marítimo,Grêmio,2,Directed
Marítimo,SC Braga,2,Directed
Middlesbrough FC,Brentford,2,Directed
Middlesbrough FC,Brighton & Hove Albion,2,Directed
Middlesbrough FC,Queens Park Rangers,2,Directed
Middlesbrough FC,Rotherham United,2,Directed
Middlesbrough FC,West Bromwich Albion,2,Directed
Millwall FC,Birmingham City,2,Directed
Millwall FC,Hull City,2,Directed
Millwall FC,Ipswich,2,Directed
Millwall FC,Leeds United,2,Directed
Millwall FC,Middlesbrough FC,2,Directed
Millwall FC,Sheffield United,2,Directed
Montpellier HSC,AS Saint-Étienne,2,Directed
Montpellier HSC,Nîmes Olympique,2,Directed
Montpellier HSC,Toulouse,2,Directed
Moreirense FC,GD Chaves,2,Directed
Moreirense FC,Piracicaba,2,Directed
Moreirense FC,Rio Ave FC,2,Directed
NEC Nijmegen,FC Famalicão,2,Directed
Newcastle United,AFC Bournemouth,2,Directed
Newcastle United,Arsenal,2,Directed
Newcastle United,Aston Villa,2,Directed
Nizhniy Novgorod,Rubin Kazan,2,Directed
Norwich,Burnley,2,Directed
Norwich,Schalke 04,2,Directed
Norwich,Werder Bremen,2,Directed
Norwich,West Ham United,2,Directed
Nottingham Forest,AFC Bournemouth,2,Directed
Nottingham Forest,Aston Villa,2,Directed
Nottingham Forest,Atlético Madrid,2,Directed
Nottingham Forest,Brighton & Hove Albion,2,Directed
Nottingham Forest,Fulham FC,2,Directed
Nottingham Forest,Palmeiras,2,Directed
Nottingham Forest,Sheffield United,2,Directed
Nottingham Forest,Watford,2,Directed
Nîmes Olympique,AJ Auxerre,2,Directed
Nîmes Olympique,Dynamo Dresden,2,Directed
Nîmes Olympique,Girondins de Bordeaux,2,Directed
Nîmes Olympique,Guingamp,2,Directed
OFI Crete FC,Aarhus GF,2,Directed
OFI Crete FC,Apol. Limassol,2,Directed
OFI Crete FC,Olympiacos,2,Directed
OFI Crete FC,Panathinaikos,2,Directed
OFI Crete FC,Panionios,2,Directed
OFI Crete FC,Sporting CP,2,Directed
OGC Nice,AS Monaco,2,Directed
OGC Nice,Arsenal,2,Directed
OGC Nice,FC Lorient,2,Directed
OGC Nice,Stade Rennais FC,2,Directed
Olympiacos,FC Paços de Ferreira,2,Directed
Olympiacos,Hellas Verona,2,Directed
Olympiacos,Olympique Marseille,2,Directed
Olympiacos,PAOK,2,Directed
Olympiacos,SC Braga,2,Directed
Olympiacos,Sevilla FC,2,Directed
Olympiacos,Sporting CP,2,Directed
Olympiacos,Villarreal CF,2,Directed
Olympiacos,Watford,2,Directed
Olympique Lyon,AC Le Havre,2,Directed
Olympique Lyon,Chelsea FC,2,Directed
Olympique Lyon,LOSC Lille,2,Directed
Olympique Lyon,SM Caen,2,Directed
Olympique Lyon,Villarreal CF,2,Directed
Olympique Marseille,AC Fiorentina,2,Directed
Olympique Marseille,AC Le Havre,2,Directed
Olympique Marseille,Borussia Dortmund,2,Directed
Olympique Marseille,SSC Napoli,2,Directed
Olympique Marseille,Schalke 04,2,Directed
Olympique Marseille,Villarreal CF,2,Directed
Orenburg,Lanús,2,Directed
PAOK,AO Xanthi,2,Directed
PAOK,Chelsea FC,2,Directed
PAOK,Dynamo Kyiv,2,Directed
PAOK,RCD Mallorca,2,Directed
PAOK,Rapid Vienna,2,Directed
PAOK,SL Benfica,2,Directed
PAOK,Volos FC,2,Directed
PAS Giannina,Belgrano,2,Directed
PAS Giannina,Panathinaikos,2,Directed
PAS Lamia 1964,AEK Athens,2,Directed
PAS Lamia 1964,Apollon Smyrnis,2,Directed
PAS Lamia 1964,Kallithea,2,Directed
PAS Lamia 1964,PAE Chania,2,Directed
PAS Lamia 1964,PAOK,2,Directed
PAS Lamia 1964,Panionios,2,Directed
PAS Lamia 1964,Platanias,2,Directed
PEC Zwolle,AZ Alkmaar,2,Directed
PEC Zwolle,FC Utrecht,2,Directed
PEC Zwolle,SC Cambuur,2,Directed
PSV Eindhoven,Borussia Dortmund,2,Directed
PSV Eindhoven,Chelsea FC,2,Directed
PSV Eindhoven,Galatasaray,2,Directed
PSV Eindhoven,OGC Nice,2,Directed
PSV Eindhoven,RB Leipzig,2,Directed
PSV Eindhoven,Wolverhampton Wanderers,2,Directed
Panathinaikos,Legia Warszawa,2,Directed
Panathinaikos,Real Valladolid,2,Directed
Panetolikos,APOEL Nicosia,2,Directed
Panetolikos,Miedz Legnica,2,Directed
Panetolikos,Platense,2,Directed
Panserraikos,Iraklis,2,Directed
Paris Saint-Germain,Everton,2,Directed
Paris Saint-Germain,FC Barcelona,2,Directed
Paris Saint-Germain,Real Madrid,2,Directed
Paris Saint-Germain,Sporting CP,2,Directed
Parma Calcio,Atalanta BC,2,Directed
Parma Calcio,SPAL,2,Directed
Parma Calcio,Sampdoria,2,Directed
Parma Calcio,Udinese Calcio,2,Directed
Parma Calcio,Zenit Saint Petersburg,2,Directed
Pendikspor,Alanya Kestel,2,Directed
Portimonense SC,Al-Duhail SC,2,Directed
Portimonense SC,Al-Nasr SC,2,Directed
Portimonense SC,GZ Evergrande,2,Directed
Portimonense SC,Leixões,2,Directed
Portimonense SC,São Paulo,2,Directed
Preston North End,Aston Villa,2,Directed
Preston North End,Cardiff City,2,Directed
Preston North End,Fleetwood,2,Directed
Preston North End,Liverpool FC,2,Directed
Preston North End,Stoke City,2,Directed
Queens Park Rangers,AFC Bournemouth,2,Directed
Queens Park Rangers,Brighton & Hove Albion,2,Directed
Queens Park Rangers,Burnley,2,Directed
Queens Park Rangers,Chelsea FC,2,Directed
Queens Park Rangers,Fulham FC,2,Directed
Queens Park Rangers,Hull City,2,Directed
Queens Park Rangers,Livingston FC,2,Directed
Queens Park Rangers,Rangers,2,Directed
RB Leipzig,AS Monaco,2,Directed
RB Leipzig,AS Roma,2,Directed
RB Leipzig,Chelsea FC,2,Directed
RB Leipzig,Dinamo Zagreb,2,Directed
RB Leipzig,Manchester City,2,Directed
RB Leipzig,Paris Saint-Germain,2,Directed
RC Lens,Amiens SC,2,Directed
RC Lens,Millonarios,2,Directed
RC Lens,OGC Nice,2,Directed
RC Lens,Paris Saint-Germain,2,Directed
RC Strasbourg Alsace,FC Metz,2,Directed
RC Strasbourg Alsace,Olympique Marseille,2,Directed
RC Strasbourg Alsace,Valenciennes FC,2,Directed
RCD Espanyol,Celta de Vigo,2,Directed
RCD Espanyol,Krasnodar,2,Directed
RCD Espanyol,Levante UD,2,Directed
RCD Espanyol,UD Almería,2,Directed
RCD Espanyol,Villarreal CF,2,Directed
RCD Mallorca,Getafe,2,Directed
RCD Mallorca,Real Madrid,2,Directed
RCD Mallorca,SS Lazio,2,Directed
RCD Mallorca,Sevilla FC,2,Directed
RCD Mallorca,Stade Reims,2,Directed
RCD Mallorca,VfB Stuttgart,2,Directed
RKC Waalwijk,AZ Alkmaar,2,Directed
RKC Waalwijk,Club Brugge,2,Directed
RKC Waalwijk,De Graafschap,2,Directed
RKC Waalwijk,Feyenoord Rotterdam,2,Directed
RKC Waalwijk,Vitesse,2,Directed
Rayo Vallecano,Athletic Bilbao,2,Directed
Rayo Vallecano,CF Fuenlabrada,2,Directed
Rayo Vallecano,Deportivo Alavés,2,Directed
Rayo Vallecano,Real Sociedad,2,Directed
Rayo Vallecano,UD Almería,2,Directed
Reading FC,Birmingham City,2,Directed
Reading FC,FC Porto,2,Directed
Reading FC,Liverpool FC,2,Directed
Reading FC,Sheffield Wednesday,2,Directed
Real Madrid,Chelsea FC,2,Directed
Real Sociedad,RB Leipzig,2,Directed
Real Sociedad,Real Madrid,2,Directed
Real Valladolid,Getafe,2,Directed
Real Valladolid,Granada CF,2,Directed
Real Valladolid,Levante UD,2,Directed
Real Valladolid,SD Eibar,2,Directed
Real Valladolid,Sporting CP,2,Directed
Rio Ave FC,Al-Ahli SFC,2,Directed
Rio Ave FC,FC Famalicão,2,Directed
Rio Ave FC,Ludogorets,2,Directed
Rostov,CSKA-Sofia,2,Directed
Rostov,Khimki,2,Directed
Rostov,Krasnodar,2,Directed
Rotherham United,Hull City,2,Directed
Rubin Kazan,Aalborg BK,2,Directed
Rubin Kazan,Anzhi,2,Directed
Rubin Kazan,Krasnodar,2,Directed
Rubin Kazan,Rustavi,2,Directed
Rubin Kazan,Spartak Moscow,2,Directed
Rubin Kazan,Tambov,2,Directed
Rubin Kazan,Zenit Saint Petersburg,2,Directed
SC Braga,1.FC Nuremberg,2,Directed
SC Braga,Chelsea FC,2,Directed
SC Braga,FC Porto,2,Directed
SC Braga,Sporting CP,2,Directed
SC Cambuur,FC Groningen,2,Directed
SC Cambuur,FC Utrecht,2,Directed
SC Farense,Leixões,2,Directed
SC Freiburg,FC Augsburg,2,Directed
SC Heerenveen,Brighton & Hove Albion,2,Directed
SC Heerenveen,Elfsborg,2,Directed
SC Heerenveen,RSC Anderlecht,2,Directed
SC Heerenveen,Vålerenga,2,Directed
SC Paderborn,1.FSV Mainz 05,2,Directed
SD Eibar,Dep. La Coruña,2,Directed
SD Eibar,Sevilla FC,2,Directed
SD Huesca,Villarreal CF,2,Directed
SL Benfica,Boavista FC,2,Directed
SL Benfica,Corinthians,2,Directed
SL Benfica,Inter Milan,2,Directed
SPAL,Cagliari,2,Directed
SPAL,Hellas Verona,2,Directed
SS Lazio,Rieti,2,Directed
SS Lazio,SC Braga,2,Directed
SS Lazio,SPAL,2,Directed
SSC Napoli,AS Roma,2,Directed
SSC Napoli,Bari,2,Directed
SSC Napoli,Fenerbahce,2,Directed
SSC Napoli,Fulham FC,2,Directed
SSC Napoli,Genoa,2,Directed
SSC Napoli,Hellas Verona,2,Directed
SSC Napoli,Inter Milan,2,Directed
SSC Napoli,SPAL,2,Directed
SSC Napoli,Tottenham Hotspur,2,Directed
SSC Napoli,Udinese Calcio,2,Directed
Salernitana,Bari,2,Directed
Salernitana,CSKA Moscow,2,Directed
Salernitana,FC Crotone,2,Directed
Salernitana,Inter Milan,2,Directed
Salernitana,Sport Recife,2,Directed
Sampdoria,AS Roma,2,Directed
Sampdoria,Ascoli,2,Directed
Sampdoria,Brescia,2,Directed
Sampdoria,Southampton FC,2,Directed
Sampdoria,Stabæk Fotball,2,Directed
Sampdoria,Udinese Calcio,2,Directed
Sampdoria,Valencia CF,2,Directed
Santa Clara,Académico Viseu,2,Directed
Santa Clara,Athletico-PR,2,Directed
Santa Clara,Cruzeiro,2,Directed
Santa Clara,FC Botosani,2,Directed
Santa Clara,GD Estoril Praia,2,Directed
Santa Clara,Louletano,2,Directed
Santa Clara,Palmeiras,2,Directed
Schalke 04,Arsenal,2,Directed
Schalke 04,FC Barcelona,2,Directed
Schalke 04,Hertha BSC,2,Directed
Schalke 04,Spartak Moscow,2,Directed
Sevilla FC,AC Milan,2,Directed
Sevilla FC,FC Porto,2,Directed
Sevilla FC,Galatasaray,2,Directed
Sevilla FC,Girona FC,2,Directed
Sevilla FC,Manchester United,2,Directed
Sevilla FC,Olympique Marseille,2,Directed
Sevilla FC,SD Eibar,2,Directed
Sevilla FC,Tottenham Hotspur,2,Directed
Sheffield United,AFC Bournemouth,2,Directed
Sheffield United,Derby County,2,Directed
Sheffield United,Everton,2,Directed
Sheffield United,Nottingham Forest,2,Directed
Sivasspor,Atromitos,2,Directed
Sivasspor,Fatih Karagümrük,2,Directed
Sivasspor,SC Braga,2,Directed
Sivasspor,Ümraniyespor,2,Directed
Sochi,Baltika,2,Directed
Sochi,Dynamo Moscow,2,Directed
Sochi,Rostov,2,Directed
Southampton FC,Everton,2,Directed
Southampton FC,Liverpool FC,2,Directed
Southampton FC,Stade Brestois 29,2,Directed
